timestamp,b1_kecepatan_arus,b1_arah_arus,b1_wave_intensity,b2_kecepatan_arus,b2_arah_arus,b2_wave_intensity,b3_kecepatan_arus,b3_arah_arus,b3_wave_intensity,label
2026-04-01 10:10:35,0.3203,95.18,0.9638,1.2262,138.93,2.1273,0.3231,89.92,1.7802,Danger
2026-04-01 10:10:40,0.4486,81.25,4.6272,1.1232,156.42,3.0985,0.3343,131.76,4.4586,Danger
2026-04-01 10:10:45,0.3,257.91,0.8879,0.6965,173.37,2.0593,0.3,282.39,1.3044,Danger
2026-04-01 10:10:50,0.0797,79.97,0.5832,0.0872,81.23,0.3737,0.0658,97.1,0.1525,Safe
2026-04-01 10:10:55,0.1929,53.07,0.6655,0.1858,81.43,0.2848,0.1902,110.59,0.7856,Safe
2026-04-01 10:11:00,0.0988,60.47,0.5036,0.1472,126.11,0.3793,0.1231,77.33,0.3461,Safe
2026-04-01 10:11:05,0.1962,276.89,0.962,0.2031,293.62,0.4054,0.2216,268.08,0.2739,Safe
2026-04-01 10:11:10,0.1252,291.49,0.8792,0.1794,308.18,0.152,0.1447,239.23,0.3437,Safe
2026-04-01 10:11:15,0.3122,237.77,0.14,0.2633,214.98,0.3567,0.2461,278.47,0.4519,Safe
2026-04-01 10:11:20,0.4104,276.57,3.6921,0.5779,253.0,4.4562,0.579,245.96,3.2539,Danger
2026-04-01 10:11:25,0.2367,263.99,0.4015,0.2757,261.06,0.3668,0.1978,274.39,0.1596,Safe
2026-04-01 10:11:30,0.2613,94.8,0.3746,0.2644,94.07,0.6482,0.2245,57.89,0.6968,Safe
2026-04-01 10:11:35,0.2757,305.11,0.5977,0.2353,263.38,0.4805,0.2184,297.81,0.6297,Safe
2026-04-01 10:11:40,0.5253,86.23,5.5264,0.5025,111.21,3.5416,0.4229,184.52,4.6319,Danger
2026-04-01 10:11:45,0.0797,284.2,0.354,0.0906,271.85,0.6977,0.0414,282.6,0.6978,Safe
2026-04-01 10:11:50,0.8861,153.16,5.4529,0.8474,58.03,5.6461,0.9013,95.88,5.2283,Danger
2026-04-01 10:11:55,0.0959,282.11,0.6684,0.1051,271.29,0.7654,0.1229,281.42,0.9901,Safe
2026-04-01 10:12:00,0.2115,294.26,0.5626,0.1554,220.83,0.3672,0.1349,255.2,0.28,Safe
2026-04-01 10:12:05,0.3453,120.94,3.2451,1.0466,167.92,4.6763,0.3741,95.0,2.138,Danger
2026-04-01 10:12:10,0.1045,120.24,0.1938,0.1464,86.92,0.2587,0.1021,79.21,0.3334,Safe
2026-04-01 10:12:15,1.0299,19.77,3.2788,1.0295,340.1,3.7443,1.1723,353.4,4.0505,Danger
2026-04-01 10:12:20,0.3,264.82,1.7835,1.1153,159.16,3.0266,0.3677,269.29,0.9553,Danger
2026-04-01 10:12:25,0.6216,103.88,4.2513,0.7655,145.21,4.2198,0.9121,182.4,5.4232,Danger
2026-04-01 10:12:30,0.363,250.12,1.8415,0.9653,170.1,2.376,0.3,265.21,1.5772,Danger
2026-04-01 10:12:35,0.9012,356.36,4.7287,0.8228,296.52,3.8387,0.6589,259.64,5.7098,Danger
2026-04-01 10:12:40,0.2575,266.06,0.4806,0.3152,257.78,0.8903,0.2548,272.86,0.5448,Safe
2026-04-01 10:12:45,0.4104,241.54,3.6613,1.4433,162.41,3.7606,0.4005,257.42,3.2331,Danger
2026-04-01 10:12:50,0.2806,125.9,0.1889,0.2912,81.64,0.1145,0.255,108.84,0.2688,Safe
2026-04-01 10:12:55,0.1286,59.26,0.1967,0.1431,133.68,0.7279,0.1523,70.69,0.233,Safe
2026-04-01 10:13:00,0.4158,263.83,2.7162,0.8682,165.61,4.6526,0.3,298.47,3.1281,Danger
2026-04-01 10:13:05,0.2216,307.24,1.0695,0.1486,269.89,0.7718,0.2121,277.72,0.3823,Safe
2026-04-01 10:13:10,0.3,100.57,0.9502,0.9095,175.54,2.9901,0.3,88.43,1.2566,Danger
2026-04-01 10:13:15,0.3565,253.1,1.4441,1.1483,190.67,2.0075,0.3,307.31,1.9124,Danger
2026-04-01 10:13:20,0.2977,230.9,0.7927,0.2523,251.65,0.308,0.2408,298.41,0.1155,Safe
2026-04-01 10:13:25,0.3179,63.43,0.6023,0.2905,91.55,0.3274,0.2727,120.27,0.1453,Safe
2026-04-01 10:13:30,0.2927,69.68,0.4246,0.2299,82.65,0.676,0.2841,106.38,1.0701,Safe
2026-04-01 10:13:35,0.3,255.78,2.3321,1.0806,144.04,4.9577,0.3731,245.52,3.1066,Danger
2026-04-01 10:13:40,0.1003,106.19,0.8321,0.075,95.92,0.5899,0.1512,54.75,0.2867,Safe
2026-04-01 10:13:45,0.2341,275.5,0.1813,0.1904,267.73,0.2605,0.2282,249.97,0.5104,Safe
2026-04-01 10:13:50,0.3,283.87,1.2643,0.8333,152.06,1.6416,0.3507,247.65,0.8065,Danger
2026-04-01 10:13:55,0.6266,175.61,5.2196,0.5517,269.66,4.6733,0.6178,211.86,3.995,Danger
2026-04-01 10:14:00,0.197,272.51,0.4514,0.151,270.03,0.8786,0.1743,261.48,0.4996,Safe
2026-04-01 10:14:05,0.3,100.08,1.5739,0.6929,181.28,2.1336,0.3,106.35,1.7987,Danger
2026-04-01 10:14:10,0.1859,108.58,0.5394,0.1817,101.91,0.7818,0.0993,84.9,0.8211,Safe
2026-04-01 10:14:15,0.2354,48.51,0.6287,0.2236,89.56,0.8401,0.2406,112.44,0.1207,Safe
2026-04-01 10:14:20,0.0434,81.3,0.574,0.0534,110.65,0.2933,0.0228,107.42,0.2254,Safe
2026-04-01 10:14:25,0.1783,90.68,0.9086,0.0817,72.81,0.4274,0.1264,115.64,0.1635,Safe
2026-04-01 10:14:30,0.252,98.67,0.6104,0.2713,79.83,0.4757,0.3115,80.32,0.6862,Safe
2026-04-01 10:14:35,0.3322,112.74,0.8592,0.8496,192.52,2.0877,0.3,86.02,1.0985,Danger
2026-04-01 10:14:40,0.3,74.3,1.1205,0.5892,173.05,1.7695,0.3,77.08,1.5827,Danger
2026-04-01 10:14:45,0.2441,78.82,0.5286,0.2424,83.76,0.7685,0.1665,83.24,0.1854,Safe
2026-04-01 10:14:50,0.8108,30.95,5.3982,0.5495,125.85,3.8593,0.68,16.17,6.1298,Danger
2026-04-01 10:14:55,0.0308,302.21,0.369,0.0939,313.92,0.7946,0.0794,243.8,0.78,Safe
2026-04-01 10:15:00,0.164,248.98,0.357,0.1554,272.92,0.3441,0.1726,271.56,0.5699,Safe
2026-04-01 10:15:05,0.4579,284.12,4.018,1.031,148.77,3.3874,0.4348,262.97,3.0733,Danger
2026-04-01 10:15:10,0.1866,83.43,0.8486,0.188,87.28,0.6606,0.2101,92.97,0.4181,Safe
2026-04-01 10:15:15,0.3,140.38,1.3015,0.8188,181.9,2.8557,0.3,82.42,1.5533,Danger
2026-04-01 10:15:20,0.1231,259.46,0.1047,0.1267,254.47,0.8125,0.1439,311.83,0.2339,Safe
2026-04-01 10:15:25,0.3,274.4,1.1975,0.8974,200.79,1.7587,0.3183,274.58,1.7092,Danger
2026-04-01 10:15:30,0.0898,120.64,0.3526,0.1354,124.72,0.5454,0.1752,95.63,0.3302,Safe
2026-04-01 10:15:35,0.2887,106.9,0.1298,0.2248,88.47,0.6078,0.2072,87.05,0.2378,Safe
2026-04-01 10:15:40,0.2612,93.16,0.8346,0.3165,41.69,0.335,0.3016,90.48,0.3009,Safe
2026-04-01 10:15:45,0.3,47.9,4.407,0.9091,179.32,3.1542,0.3,83.27,3.7214,Danger
2026-04-01 10:15:50,0.1291,112.35,0.0649,0.1098,100.04,0.4716,0.1231,111.74,0.6284,Safe
2026-04-01 10:15:55,0.3345,82.0,1.165,0.9108,180.05,1.9774,0.3639,125.85,1.5003,Danger
2026-04-01 10:16:00,0.3,107.14,1.8273,0.7056,150.07,2.5712,0.3,79.38,0.9182,Danger
2026-04-01 10:16:05,0.1416,107.84,0.6131,0.0825,63.27,0.3804,0.1439,68.49,0.7971,Safe
2026-04-01 10:16:10,0.2682,85.64,0.4382,0.3104,77.79,0.6775,0.2574,99.78,0.4794,Safe
2026-04-01 10:16:15,0.4147,104.33,4.4472,1.1735,195.29,2.2252,0.4059,105.58,4.25,Danger
2026-04-01 10:16:20,0.3701,109.18,3.4502,1.0289,188.69,3.2178,0.3148,106.22,3.3388,Danger
2026-04-01 10:16:25,0.6661,135.2,4.319,0.4905,134.39,4.5114,0.6339,103.11,4.2761,Danger
2026-04-01 10:16:30,0.5105,105.34,1.0714,1.2738,172.59,2.5426,0.3,102.85,1.2674,Danger
2026-04-01 10:16:35,0.3,98.93,3.788,0.7834,194.16,4.9349,0.3,92.1,4.0421,Danger
2026-04-01 10:16:40,0.5085,69.43,3.5027,1.4296,219.59,4.9023,0.6418,40.63,2.8719,Danger
2026-04-01 10:16:45,0.3593,117.45,1.5406,1.2419,161.81,2.2467,0.3771,85.8,0.8136,Danger
2026-04-01 10:16:50,0.1329,240.17,0.5625,0.1047,269.03,0.5903,0.1362,260.89,0.4587,Safe
2026-04-01 10:16:55,0.0648,104.42,0.2444,0.0623,79.1,0.2698,0.0409,148.55,0.21,Safe
2026-04-01 10:17:00,0.3,105.24,2.883,0.8535,182.16,3.367,0.3,101.77,3.2868,Danger
2026-04-01 10:17:05,0.1217,288.33,0.5869,0.1132,256.96,0.2771,0.0609,282.38,0.3817,Safe
2026-04-01 10:17:10,0.3268,255.17,1.643,1.1769,204.27,2.8607,0.3,286.3,1.4898,Danger
2026-04-01 10:17:15,1.0016,349.18,3.1836,0.8142,88.41,4.2334,0.8582,138.1,4.6274,Danger
2026-04-01 10:17:20,0.3946,282.23,3.7186,1.0765,170.05,3.5573,0.4475,264.45,2.9738,Danger
2026-04-01 10:17:25,0.3,132.26,3.8308,0.7784,167.22,4.4849,0.3,32.04,3.3632,Danger
2026-04-01 10:17:30,0.2357,75.54,0.3839,0.2016,89.35,0.8323,0.1878,101.3,0.8693,Safe
2026-04-01 10:17:35,0.4506,264.93,1.3605,1.1009,184.0,1.9227,0.4145,287.3,1.0061,Danger
2026-04-01 10:17:40,0.0619,250.67,0.6382,0.1196,300.45,0.4833,0.1046,271.53,0.0668,Safe
2026-04-01 10:17:45,0.1995,262.05,0.2832,0.2113,306.4,0.1676,0.2603,289.05,0.7928,Safe
2026-04-01 10:17:50,0.9915,94.17,4.8576,1.2205,78.64,5.236,0.9763,100.64,5.1359,Danger
2026-04-01 10:17:55,0.406,263.09,1.2487,1.2002,168.66,2.7603,0.4086,291.28,1.8031,Danger
2026-04-01 10:18:00,1.2702,311.08,4.043,1.1622,310.19,3.6911,1.2887,352.71,3.4055,Danger
2026-04-01 10:18:05,1.109,56.29,5.3566,0.9648,30.69,2.5047,0.9546,44.31,4.3426,Danger
2026-04-01 10:18:10,0.3,251.3,1.5873,0.7426,178.84,1.5136,0.3,279.63,1.527,Danger
2026-04-01 10:18:15,0.3563,262.08,3.3952,1.3558,181.13,3.8264,0.6501,232.26,4.2515,Danger
2026-04-01 10:18:20,0.3,116.12,1.4555,0.5084,196.16,1.0316,0.3,114.31,1.636,Danger
2026-04-01 10:18:25,0.3361,104.26,1.5906,0.9612,169.67,1.6808,0.3,82.86,1.3495,Danger
2026-04-01 10:18:30,0.2326,275.63,0.9753,0.3108,264.27,0.1932,0.253,259.97,0.4217,Safe
2026-04-01 10:18:35,0.2642,283.18,0.7008,0.3104,282.55,0.1857,0.2895,274.02,0.346,Safe
2026-04-01 10:18:40,0.3548,258.55,1.1479,1.1884,192.79,2.4837,0.3302,260.36,0.6094,Danger
2026-04-01 10:18:45,0.0808,64.31,0.2346,0.0474,112.11,0.1154,0.0577,108.43,0.2591,Safe
2026-04-01 10:18:50,0.3169,277.61,4.479,0.7068,191.9,3.1915,0.3064,283.84,4.0088,Danger
2026-04-01 10:18:55,0.1663,30.53,0.332,0.0756,64.69,0.8987,0.0735,75.04,0.6089,Safe
2026-04-01 10:19:00,0.2224,91.64,0.7654,0.1811,88.02,0.6779,0.1063,108.38,0.2639,Safe
2026-04-01 10:19:05,0.3294,287.56,1.0556,1.0635,192.59,2.3285,0.3222,295.76,1.5672,Danger
2026-04-01 10:19:10,0.3,119.4,1.574,0.8451,205.71,1.9854,0.3,125.85,0.8746,Danger
2026-04-01 10:19:15,0.0598,270.08,0.3422,0.01,237.47,0.9643,0.0387,259.4,0.2568,Safe
2026-04-01 10:19:20,0.0802,50.8,0.3557,0.0612,131.21,0.4596,0.0518,66.14,0.3711,Safe
2026-04-01 10:19:25,0.3193,86.42,3.1657,0.7768,168.32,4.5731,0.3,126.28,4.3848,Danger
2026-04-01 10:19:30,0.3,74.94,1.4402,0.9966,186.84,1.4391,0.323,102.3,1.0982,Danger
2026-04-01 10:19:35,1.0453,19.62,3.6997,1.0621,71.86,4.1759,0.9263,32.87,3.2338,Danger
2026-04-01 10:19:40,0.3,250.49,1.8975,0.8033,188.3,2.0503,0.3,242.34,1.5704,Danger
2026-04-01 10:19:45,0.4888,272.27,4.3021,1.0552,161.1,4.181,0.3,285.39,4.1607,Danger
2026-04-01 10:19:50,0.3,84.34,0.8412,0.9522,206.97,1.767,0.3,101.53,1.6595,Danger
2026-04-01 10:19:55,0.3,270.7,3.8176,0.7188,199.98,3.1428,0.3,247.07,3.0498,Danger
2026-04-01 10:20:00,0.69,293.9,3.9625,0.7327,295.79,4.4859,0.6268,52.75,4.4041,Danger
2026-04-01 10:20:05,0.3,261.22,1.7777,0.5762,171.69,2.193,0.3,274.3,1.1181,Danger
2026-04-01 10:20:10,0.3,264.85,3.9948,0.7284,190.75,2.8314,0.3161,257.81,3.0986,Danger
2026-04-01 10:20:15,0.4038,81.57,4.1373,1.075,207.9,2.892,0.3796,77.59,3.0647,Danger
2026-04-01 10:20:20,0.3,305.7,1.6404,0.5977,176.93,1.9103,0.3,259.46,1.5049,Danger
2026-04-01 10:20:25,0.2785,90.68,0.4481,0.2238,69.16,0.6643,0.2745,65.33,0.6965,Safe
2026-04-01 10:20:30,0.138,87.15,0.8262,0.1588,77.79,0.4857,0.1445,95.2,0.2346,Safe
2026-04-01 10:20:35,0.0715,49.3,0.9853,0.0447,87.74,0.3495,0.0566,65.5,0.6996,Safe
2026-04-01 10:20:40,0.8038,256.33,4.2258,0.7086,318.53,4.9233,0.808,273.48,3.2383,Danger
2026-04-01 10:20:45,0.9186,350.62,4.3843,0.8803,335.95,4.1527,0.9713,348.44,4.7243,Danger
2026-04-01 10:20:50,0.3372,260.08,4.5596,0.9828,190.76,3.6801,0.395,277.18,3.0278,Danger
2026-04-01 10:20:55,0.3,283.75,0.7476,0.6867,173.08,1.6187,0.3,276.3,1.472,Danger
2026-04-01 10:21:00,0.2445,134.04,0.6807,0.233,82.88,0.3658,0.2336,92.19,0.5281,Safe
2026-04-01 10:21:05,0.3484,135.36,3.653,0.8098,190.95,4.6167,0.4368,105.1,2.2333,Danger
2026-04-01 10:21:10,1.071,93.67,4.9927,1.0214,128.88,4.44,0.843,51.13,5.161,Danger
2026-04-01 10:21:15,0.9865,288.73,6.0125,1.1577,77.04,4.5762,1.0171,322.95,4.1558,Danger
2026-04-01 10:21:20,0.3,94.24,1.5594,0.8114,192.65,1.6603,0.3345,103.49,1.2627,Danger
2026-04-01 10:21:25,0.3151,300.69,1.5166,0.8458,186.12,2.7562,0.3,327.39,1.0339,Danger
2026-04-01 10:21:30,0.1671,252.26,0.05,0.2017,248.23,0.5732,0.1896,313.41,0.4884,Safe
2026-04-01 10:21:35,0.0747,280.93,0.6727,0.0233,294.99,0.6455,0.0303,295.33,0.6369,Safe
2026-04-01 10:21:40,0.3,267.84,1.2179,0.8716,171.18,2.8634,0.3,262.28,1.0999,Danger
2026-04-01 10:21:45,0.3,67.64,0.9581,0.8344,188.38,2.9709,0.3,86.01,0.8571,Danger
2026-04-01 10:21:50,1.0961,19.83,3.6488,0.9682,138.94,3.5238,1.0712,49.62,4.0237,Danger
2026-04-01 10:21:55,0.3973,117.45,1.3879,1.1954,183.88,3.1569,0.3609,69.85,1.9312,Danger
2026-04-01 10:22:00,0.6166,53.08,2.847,1.4911,181.12,2.8654,0.4419,58.92,4.3345,Danger
2026-04-01 10:22:05,0.2304,74.66,0.6682,0.2645,91.36,0.9152,0.2039,110.58,0.5339,Safe
2026-04-01 10:22:10,0.3072,298.17,0.4538,0.278,267.49,0.4992,0.2838,283.43,0.3693,Safe
2026-04-01 10:22:15,0.3,44.06,0.8824,0.682,173.89,2.465,0.3,95.19,1.4976,Danger
2026-04-01 10:22:20,0.3579,123.89,1.1197,0.7704,151.42,2.6668,0.3,82.56,1.6739,Danger
2026-04-01 10:22:25,1.2723,303.29,5.6352,1.1525,349.39,5.701,1.2267,308.38,4.7199,Danger
2026-04-01 10:22:30,0.1937,90.68,0.6485,0.0992,74.6,0.4213,0.1056,94.68,0.4038,Safe
2026-04-01 10:22:35,0.1102,47.06,0.7055,0.0986,109.97,0.1678,0.1289,59.95,0.7989,Safe
2026-04-01 10:22:40,0.3224,272.16,1.6646,1.0622,191.45,1.2463,0.4201,287.68,1.3726,Danger
2026-04-01 10:22:45,0.178,123.73,0.5532,0.238,76.2,0.3152,0.1297,105.49,0.8805,Safe
2026-04-01 10:22:50,0.2372,264.68,0.2586,0.2937,264.49,0.731,0.2051,289.55,0.1911,Safe
2026-04-01 10:22:55,0.9741,68.3,5.0702,0.9027,340.93,4.6952,0.7768,70.27,4.6012,Danger
2026-04-01 10:23:00,0.3385,75.38,2.0073,1.1748,181.54,2.0034,0.3076,116.11,1.0497,Danger
2026-04-01 10:23:05,0.3616,102.53,1.7516,1.2104,223.09,1.0449,0.3,101.31,0.5685,Danger
2026-04-01 10:23:10,0.8348,338.88,3.2622,0.8887,297.79,2.4553,1.0444,38.37,5.3044,Danger
2026-04-01 10:23:15,1.2628,218.42,4.4861,1.3268,234.73,3.1178,1.4135,164.8,4.0742,Danger
2026-04-01 10:23:20,0.5751,68.94,3.7866,1.4039,152.39,3.7105,0.5264,85.62,2.9257,Danger
2026-04-01 10:23:25,0.334,247.07,0.1972,0.2634,270.56,0.8248,0.2759,278.36,0.2706,Safe
2026-04-01 10:23:30,0.6331,96.81,3.0258,1.0852,181.94,3.5705,0.5003,104.13,4.6334,Danger
2026-04-01 10:23:35,0.3,252.79,2.6947,1.2659,172.11,3.9341,0.4307,289.07,3.8353,Danger
2026-04-01 10:23:40,0.3021,121.72,1.0963,0.897,189.69,2.1616,0.3,79.83,1.139,Danger
2026-04-01 10:23:45,0.1191,256.21,0.4311,0.1725,272.66,0.3159,0.1446,277.74,0.1199,Safe
2026-04-01 10:23:50,0.2396,312.04,0.5408,0.2087,292.05,0.5143,0.1631,287.21,0.8509,Safe
2026-04-01 10:23:55,0.1379,117.97,0.3459,0.0991,87.4,0.5376,0.146,82.41,0.3881,Safe
2026-04-01 10:24:00,0.3567,256.8,1.5714,1.1854,203.0,1.8231,0.3588,278.31,0.8588,Danger
2026-04-01 10:24:05,0.1031,248.24,0.1875,0.136,289.25,0.6864,0.0792,285.93,0.3371,Safe
2026-04-01 10:24:10,0.3,258.29,1.3153,0.7237,217.04,2.3156,0.3,254.35,1.4529,Danger
2026-04-01 10:24:15,0.3,96.72,3.8327,0.8322,206.44,2.7284,0.3,84.8,2.2713,Danger
2026-04-01 10:24:20,0.3,221.85,1.4567,0.6716,152.92,3.1469,0.3,265.03,1.7185,Danger
2026-04-01 10:24:25,0.3,116.69,1.0531,1.0261,178.12,2.2447,0.3,64.72,1.4209,Danger
2026-04-01 10:24:30,0.3,91.97,1.3167,0.9332,190.19,1.881,0.3,119.1,1.5015,Danger
2026-04-01 10:24:35,0.1674,90.89,0.4782,0.1484,62.68,0.3699,0.1327,111.16,0.2035,Safe
2026-04-01 10:24:40,0.3186,43.33,1.5133,1.0407,201.87,2.3897,0.3498,87.32,1.5354,Danger
2026-04-01 10:24:45,0.3,267.73,0.9613,0.7799,170.6,2.1253,0.3,284.61,0.5,Danger
2026-04-01 10:24:50,0.3146,120.19,0.3839,0.3639,30.66,0.2282,0.2878,100.2,0.8102,Safe
2026-04-01 10:24:55,0.0883,108.91,0.1495,0.0399,93.7,0.5593,0.0812,117.97,0.4819,Safe
2026-04-01 10:25:00,0.8805,276.62,3.3795,0.9016,346.94,5.3021,0.969,272.64,4.6999,Danger
2026-04-01 10:25:05,0.1029,97.42,0.6479,0.2399,90.36,0.0824,0.1744,89.61,0.8532,Safe
2026-04-01 10:25:10,0.2478,282.26,0.4378,0.2375,282.12,0.1523,0.2567,263.27,0.7094,Safe
2026-04-01 10:25:15,0.7398,243.48,4.7406,0.8837,225.93,3.7467,0.9094,274.17,3.7565,Danger
2026-04-01 10:25:20,0.3,82.67,1.0301,0.3687,157.39,1.8142,0.3,110.65,1.0009,Danger
2026-04-01 10:25:25,0.4221,117.35,1.2805,1.2541,169.36,2.5426,0.3812,113.57,1.1995,Danger
2026-04-01 10:25:30,0.1381,265.25,0.4401,0.1287,273.84,0.4773,0.1331,289.62,0.7442,Safe
2026-04-01 10:25:35,0.2164,65.75,0.7236,0.1502,88.81,1.1347,0.1752,88.58,0.4194,Safe
2026-04-01 10:25:40,0.3,299.1,0.8226,0.7441,146.4,2.1534,0.3,285.3,1.127,Danger
2026-04-01 10:25:45,0.1674,303.46,0.291,0.1201,253.94,0.7057,0.1247,279.93,0.8119,Safe
2026-04-01 10:25:50,0.2335,85.73,0.2265,0.2347,119.57,0.1154,0.2554,72.41,0.5832,Safe
2026-04-01 10:25:55,0.3,66.27,1.3071,0.6276,172.78,1.846,0.3,91.3,1.8026,Danger
2026-04-01 10:26:00,0.9063,32.52,4.4284,1.0071,311.65,3.4651,1.0099,358.85,4.3557,Danger
2026-04-01 10:26:05,0.3564,83.7,1.8215,0.8638,182.31,1.9478,0.3,105.62,1.1007,Danger
2026-04-01 10:26:10,0.2221,109.68,0.2292,0.3338,85.26,0.5003,0.2392,103.43,0.3688,Safe
2026-04-01 10:26:15,0.5955,198.33,3.4402,0.5568,260.98,4.7715,0.6615,197.79,4.274,Danger
2026-04-01 10:26:20,0.1192,239.43,0.8991,0.1063,301.14,0.2737,0.1553,271.51,0.7521,Safe
2026-04-01 10:26:25,0.3253,279.11,0.6942,0.292,288.66,0.5897,0.2767,251.55,0.05,Safe
2026-04-01 10:26:30,0.4277,59.46,2.9799,1.1296,173.07,4.6451,0.4152,72.2,3.701,Danger
2026-04-01 10:26:35,0.2395,84.58,0.1878,0.2567,121.91,0.7033,0.2661,118.91,0.1865,Safe
2026-04-01 10:26:40,0.1913,84.61,0.4246,0.2146,104.35,0.4273,0.2514,120.05,0.4618,Safe
2026-04-01 10:26:45,0.3981,278.21,1.6739,1.2567,162.19,2.2755,0.3486,260.15,1.4917,Danger
2026-04-01 10:26:50,1.3001,2.38,4.1133,1.2077,43.97,3.4628,1.3817,9.92,5.1101,Danger
2026-04-01 10:26:55,0.2574,98.51,0.2384,0.2268,97.89,0.2861,0.26,104.11,0.4743,Safe
2026-04-01 10:27:00,0.2385,282.77,0.405,0.2747,236.77,0.0554,0.2273,268.68,0.1122,Safe
2026-04-01 10:27:05,0.7675,105.76,2.602,0.7957,54.49,4.3462,0.6717,126.07,5.1057,Danger
2026-04-01 10:27:10,0.3806,266.44,2.948,0.9835,211.11,2.437,0.3,242.38,4.3622,Danger
2026-04-01 10:27:15,0.703,85.01,4.1079,0.9379,84.03,4.3277,0.8491,172.55,3.3675,Danger
2026-04-01 10:27:20,1.2555,153.79,4.3301,1.2795,64.34,4.8063,1.2835,23.4,2.4428,Danger
2026-04-01 10:27:25,1.1576,303.0,3.3377,0.9279,321.66,3.9875,1.0337,286.55,3.4476,Danger
2026-04-01 10:27:30,0.6014,59.66,4.0679,0.4113,15.14,4.1593,0.6918,36.07,5.5341,Danger
2026-04-01 10:27:35,0.1485,278.19,0.681,0.1463,258.06,0.6869,0.184,299.86,0.05,Safe
2026-04-01 10:27:40,0.1055,91.6,0.1901,0.1196,84.48,0.7239,0.0949,76.43,0.4318,Safe
2026-04-01 10:27:45,0.0812,278.12,0.6754,0.0686,252.06,0.1253,0.1352,300.52,0.4148,Safe
2026-04-01 10:27:50,0.2305,86.79,0.598,0.2444,140.02,0.4963,0.2074,68.89,0.6236,Safe
2026-04-01 10:27:55,0.3938,272.44,3.8468,1.1324,193.79,3.9623,0.3525,270.32,4.3855,Danger
2026-04-01 10:28:00,0.3843,242.45,1.5912,1.4198,185.15,2.1369,0.3959,273.45,0.6178,Danger
2026-04-01 10:28:05,0.2233,258.95,0.8098,0.2041,248.06,0.3697,0.2318,315.84,0.1562,Safe
2026-04-01 10:28:10,0.2191,64.25,0.7587,0.1878,118.8,0.2803,0.2075,70.63,0.3074,Safe
2026-04-01 10:28:15,0.3027,283.37,0.5839,0.2706,241.04,0.5083,0.2409,265.92,0.3942,Safe
2026-04-01 10:28:20,0.3231,105.15,1.508,0.869,195.16,2.5264,0.3,105.95,1.4393,Danger
2026-04-01 10:28:25,0.1559,245.95,0.5386,0.1277,269.64,0.8384,0.1738,241.66,0.39,Safe
2026-04-01 10:28:30,0.2307,270.29,0.6607,0.2279,289.0,0.782,0.2759,256.4,0.3,Safe
2026-04-01 10:28:35,0.2363,267.08,0.2776,0.2518,270.47,0.23,0.2254,260.65,0.6783,Safe
2026-04-01 10:28:40,0.1878,283.82,0.5082,0.1896,270.36,0.8458,0.169,270.08,0.7236,Safe
2026-04-01 10:28:45,0.1288,99.6,0.2784,0.0717,50.13,0.4876,0.1155,116.01,0.6224,Safe
2026-04-01 10:28:50,0.384,262.97,1.4759,1.3534,188.16,1.829,0.4454,256.58,0.954,Danger
2026-04-01 10:28:55,0.0705,262.12,0.5695,0.0635,240.96,0.2207,0.0208,248.74,0.2115,Safe
2026-04-01 10:29:00,0.2445,104.87,0.6264,0.2072,66.05,0.2419,0.2722,76.93,0.0792,Safe
2026-04-01 10:29:05,0.0814,250.72,0.4566,0.1118,296.41,0.584,0.0672,243.26,0.1747,Safe
2026-04-01 10:29:10,0.2388,63.13,0.2347,0.2482,104.82,0.8154,0.2652,84.35,0.4979,Safe
2026-04-01 10:29:15,0.3104,274.43,1.7046,1.006,162.11,1.7131,0.3474,272.03,1.3791,Danger
2026-04-01 10:29:20,0.3541,109.37,1.4393,1.2907,181.08,2.5246,0.3632,109.87,1.6148,Danger
2026-04-01 10:29:25,0.1477,270.52,0.1321,0.1646,272.94,0.9532,0.1842,265.55,0.7313,Safe
2026-04-01 10:29:30,0.1836,255.43,0.2474,0.122,253.07,0.219,0.1495,229.74,0.2356,Safe
2026-04-01 10:29:35,0.2405,255.03,0.2944,0.3043,244.47,0.6689,0.2716,269.17,0.4838,Safe
2026-04-01 10:29:40,0.3264,104.41,1.3674,0.7754,175.52,1.9914,0.3411,95.12,1.4015,Danger
2026-04-01 10:29:45,0.1485,67.79,0.554,0.1626,50.36,0.5789,0.1761,51.56,0.2762,Safe
2026-04-01 10:29:50,0.1367,274.51,0.6028,0.1604,266.43,0.2255,0.1457,293.15,0.3203,Safe
2026-04-01 10:29:55,0.2691,93.2,0.1472,0.1677,73.97,0.8633,0.2457,95.46,0.6071,Safe
2026-04-01 10:30:00,0.3,210.85,2.6914,0.792,189.74,3.9795,0.3,314.95,2.8302,Danger
2026-04-01 10:30:05,0.6137,265.86,3.5249,1.4579,182.28,2.5596,0.5211,305.6,2.388,Danger
2026-04-01 10:30:10,0.3,114.66,1.4691,0.7435,154.06,0.9689,0.3,111.97,1.4476,Danger
2026-04-01 10:30:15,0.1759,88.57,0.6785,0.1743,109.75,0.2569,0.2199,77.62,0.2172,Safe
2026-04-01 10:30:20,0.3899,295.38,1.4863,1.262,180.71,2.1023,0.3702,253.48,1.7273,Danger
2026-04-01 10:30:25,0.1993,81.07,0.2919,0.2363,88.37,0.676,0.2169,81.91,0.4172,Safe
